,month,year,et,crop,name
2014-11-01,11,2014,21.636486358311387,76,Walnuts
2014-11-01,11,2014,21.351759031355382,75,Almonds
2014-11-01,11,2014,18.538161571441073,36,Alfalfa
2014-11-01,11,2014,19.52102957559058,69,Grapes
2014-12-01,12,2014,18.104341026791285,1,Corn
2014-12-01,12,2014,17.459325030419333,176,Grass/Pasture
2014-12-01,12,2014,15.511369525327773,76,Walnuts
2014-12-01,12,2014,17.345825556200744,75,Almonds
2014-12-01,12,2014,17.27655952083979,36,Alfalfa
2014-12-01,12,2014,17.210229536718572,69,Grapes
2015-01-01,1,2015,19.86030210300789,1,Corn
2015-01-01,1,2015,23.396711914684197,176,Grass/Pasture
2015-01-01,1,2015,18.201958335730254,76,Walnuts
2015-01-01,1,2015,16.707873614525795,75,Almonds
2015-01-01,1,2015,17.027991673215904,36,Alfalfa
2015-01-01,1,2015,17.318125971585268,69,Grapes
2015-02-01,2,2015,30.568349378995407,1,Corn
2015-02-01,2,2015,32.464892844526595,176,Grass/Pasture
2015-02-01,2,2015,24.741161671132673,76,Walnuts
2015-02-01,2,2015,24.992420265507697,75,Almonds
2015-02-01,2,2015,26.685846007427394,36,Alfalfa
2015-02-01,2,2015,24.254516064628096,69,Grapes
2015-03-01,3,2015,50.17332038586284,1,Corn
2015-03-01,3,2015,47.82984215587322,176,Grass/Pasture
2015-03-01,3,2015,42.037128434561325,76,Walnuts
2015-03-01,3,2015,44.27223701295853,75,Almonds
2015-03-01,3,2015,41.20379620976352,36,Alfalfa
2015-03-01,3,2015,34.9538726035721,69,Grapes
2015-04-01,4,2015,53.34555875878413,1,Corn
2015-04-01,4,2015,44.78848642669603,176,Grass/Pasture
2015-04-01,4,2015,56.687261655091675,76,Walnuts
2015-04-01,4,2015,52.87057856690883,75,Almonds
2015-04-01,4,2015,42.94320921724345,36,Alfalfa
2015-04-01,4,2015,41.20276787548947,69,Grapes
2015-05-01,5,2015,69.71867432813723,1,Corn
2015-05-01,5,2015,49.87231968490956,176,Grass/Pasture
2015-05-01,5,2015,83.09012993490404,76,Walnuts
2015-05-01,5,2015,72.38523251271248,75,Almonds
2015-05-01,5,2015,54.74403595095484,36,Alfalfa
2015-05-01,5,2015,61.791235562198416,69,Grapes
2015-06-01,6,2015,78.43847213456264,1,Corn
2015-06-01,6,2015,38.63924008124704,176,Grass/Pasture
2015-06-01,6,2015,68.30873132692892,76,Walnuts
2015-06-01,6,2015,61.11167111742496,75,Almonds
2015-06-01,6,2015,48.50318186127039,36,Alfalfa
2015-06-01,6,2015,54.792810199070665,69,Grapes
2015-07-01,7,2015,88.830046853112,1,Corn
2015-07-01,7,2015,38.544415660898956,176,Grass/Pasture
2015-07-01,7,2015,66.59938440797079,76,Walnuts
2015-07-01,7,2015,61.036125319445134,75,Almonds
2015-07-01,7,2015,51.80130861063837,36,Alfalfa
2015-07-01,7,2015,55.21497669224897,69,Grapes
2015-08-01,8,2015,73.32609291575275,1,Corn
2015-08-01,8,2015,32.30571589633024,176,Grass/Pasture
2015-08-01,8,2015,55.81785922790947,76,Walnuts
2015-08-01,8,2015,49.38799684334993,75,Almonds
2015-08-01,8,2015,43.21635756731953,36,Alfalfa
2015-08-01,8,2015,47.13179203486147,69,Grapes
2015-09-01,9,2015,40.18107262245574,1,Corn
2015-09-01,9,2015,23.3389591438672,176,Grass/Pasture
2015-09-01,9,2015,35.88518232812821,76,Walnuts
2015-09-01,9,2015,30.775142436414956,75,Almonds
2015-09-01,9,2015,28.336237402560947,36,Alfalfa
2015-09-01,9,2015,31.21123228147646,69,Grapes
2015-10-01,10,2015,31.958892658502954,1,Corn
2015-10-01,10,2015,23.092684261262033,176,Grass/Pasture
2015-10-01,10,2015,33.34768347702068,76,Walnuts
2015-10-01,10,2015,30.906142874246836,75,Almonds
2015-10-01,10,2015,25.72866618783471,36,Alfalfa
2015-10-01,10,2015,29.5383661566687,69,Grapes
2015-11-01,11,2015,21.065745009007035,1,Corn
2015-11-01,11,2015,18.576566036166888,176,Grass/Pasture
2015-11-01,11,2015,22.038524209418068,76,Walnuts
2015-11-01,11,2015,21.57121392220259,75,Almonds
2015-11-01,11,2015,17.97382027340273,36,Alfalfa
2015-11-01,11,2015,20.123476359771747,69,Grapes
2015-12-01,12,2015,18.674983174918772,1,Corn
2015-12-01,12,2015,16.10613322454759,176,Grass/Pasture
2015-12-01,12,2015,16.03852546219762,76,Walnuts
2015-12-01,12,2015,16.631288154488804,75,Almonds
2015-12-01,12,2015,15.144943838388558,36,Alfalfa
2015-12-01,12,2015,16.38366089256342,69,Grapes
2016-01-01,1,2016,20.38542601793677,1,Corn
2016-01-01,1,2016,18.958566549924193,176,Grass/Pasture
2016-01-01,1,2016,17.419413266096324,76,Walnuts
2016-01-01,1,2016,18.771890233522655,75,Almonds
2016-01-01,1,2016,18.54854296258472,36,Alfalfa
2016-01-01,1,2016,19.026356949540208,69,Grapes
2016-02-01,2,2016,34.407913141689455,1,Corn
2016-02-01,2,2016,35.17495394444293,176,Grass/Pasture
2016-02-01,2,2016,28.02487778120278,76,Walnuts
2016-02-01,2,2016,27.397628258782625,75,Almonds
2016-02-01,2,2016,27.48457424483127,36,Alfalfa
2016-02-01,2,2016,26.971357283426013,69,Grapes
2016-03-01,3,2016,51.02467493183447,1,Corn
2016-03-01,3,2016,54.158680229633845,176,Grass/Pasture
2016-03-01,3,2016,45.476990140274744,76,Walnuts
2016-03-01,3,2016,51.96858339672089,75,Almonds
2016-03-01,3,2016,44.129830306733474,36,Alfalfa
2016-03-01,3,2016,42.784941162205925,69,Grapes
2016-04-01,4,2016,60.27163607242343,1,Corn
2016-04-01,4,2016,58.22826151415655,176,Grass/Pasture
2016-04-01,4,2016,66.72594609322657,76,Walnuts
2016-04-01,4,2016,64.74149578928947,75,Almonds
2016-04-01,4,2016,51.21843098254686,36,Alfalfa
2016-04-01,4,2016,49.880647103457854,69,Grapes
2016-05-01,5,2016,64.74560906495148,1,Corn
2016-05-01,5,2016,52.97468720946504,176,Grass/Pasture
2016-05-01,5,2016,77.48227417920646,76,Walnuts
2016-05-01,5,2016,70.73488909695149,75,Almonds
2016-05-01,5,2016,54.45007285457775,36,Alfalfa
2016-05-01,5,2016,60.12830730115087,69,Grapes
2016-06-01,6,2016,66.75068818360239,1,Corn
2016-06-01,6,2016,37.63678306411933,176,Grass/Pasture
2016-06-01,6,2016,61.07142801395813,76,Walnuts
2016-06-01,6,2016,54.51835173904896,75,Almonds
2016-06-01,6,2016,43.44586881213382,36,Alfalfa
2016-06-01,6,2016,48.032215932819625,69,Grapes
2016-07-01,7,2016,82.702280289879,1,Corn
2016-07-01,7,2016,36.01744938214248,176,Grass/Pasture
2016-07-01,7,2016,59.55184924339063,76,Walnuts
2016-07-01,7,2016,53.252551016283036,75,Almonds
2016-07-01,7,2016,45.8414514790632,36,Alfalfa
2016-07-01,7,2016,48.32961616905268,69,Grapes
2016-08-01,8,2016,74.47330891395553,1,Corn
2016-08-01,8,2016,31.608462266929482,176,Grass/Pasture
2016-08-01,8,2016,51.15162502696125,76,Walnuts
2016-08-01,8,2016,45.133347793734075,75,Almonds
2016-08-01,8,2016,40.91312370095884,36,Alfalfa
2016-08-01,8,2016,44.321809900447356,69,Grapes
2016-09-01,9,2016,47.60909690020176,1,Corn
2016-09-01,9,2016,24.92902452650802,176,Grass/Pasture
2016-09-01,9,2016,38.59485353695283,76,Walnuts
2016-09-01,9,2016,33.06286044377089,75,Almonds
2016-09-01,9,2016,31.232122798474403,36,Alfalfa
2016-09-01,9,2016,33.94966680513831,69,Grapes
2016-10-01,10,2016,32.14983229751225,1,Corn
2016-10-01,10,2016,24.276158761830214,176,Grass/Pasture
2016-10-01,10,2016,33.16255174100917,76,Walnuts
2016-10-01,10,2016,29.993594124048947,75,Almonds
2016-10-01,10,2016,26.02411040048358,36,Alfalfa
2016-10-01,10,2016,29.235051174794346,69,Grapes
2016-11-01,11,2016,25.305002995735997,1,Corn
2016-11-01,11,2016,21.57694028704974,176,Grass/Pasture
2016-11-01,11,2016,25.86716974190868,76,Walnuts
2016-11-01,11,2016,23.246298500418664,75,Almonds
2016-11-01,11,2016,20.035665999273586,36,Alfalfa
2016-11-01,11,2016,22.36924118000614,69,Grapes
2016-12-01,12,2016,19.0280110566389,1,Corn
2016-12-01,12,2016,17.721758428913066,176,Grass/Pasture
2016-12-01,12,2016,17.040881366502045,76,Walnuts
2016-12-01,12,2016,18.11949290189147,75,Almonds
2016-12-01,12,2016,16.97813302340516,36,Alfalfa
2016-12-01,12,2016,18.02272369004478,69,Grapes
2017-01-01,1,2017,20.820270623561445,1,Corn
2017-01-01,1,2017,17.40985894424513,176,Grass/Pasture
2017-01-01,1,2017,17.447311700684118,76,Walnuts
2017-01-01,1,2017,19.483531515306236,75,Almonds
2017-01-01,1,2017,18.801128067184187,36,Alfalfa
2017-01-01,1,2017,19.230780015307026,69,Grapes
2017-02-01,2,2017,26.878499462054325,1,Corn
2017-02-01,2,2017,26.25275830862382,176,Grass/Pasture
2017-02-01,2,2017,23.909982471834887,76,Walnuts
2017-02-01,2,2017,25.291586257076265,75,Almonds
2017-02-01,2,2017,25.76286319313133,36,Alfalfa
2017-02-01,2,2017,25.31022611455071,69,Grapes
2017-03-01,3,2017,50.99433217855382,1,Corn
2017-03-01,3,2017,55.90554474366835,176,Grass/Pasture
2017-03-01,3,2017,44.08451986548086,76,Walnuts
2017-03-01,3,2017,50.136560645353796,75,Almonds
2017-03-01,3,2017,45.129988775438584,36,Alfalfa
2017-03-01,3,2017,43.46020220922045,69,Grapes
2017-04-01,4,2017,57.72227322580395,1,Corn
2017-04-01,4,2017,62.70999572094692,176,Grass/Pasture
2017-04-01,4,2017,60.22018438544721,76,Walnuts
2017-04-01,4,2017,63.108269652843475,75,Almonds
2017-04-01,4,2017,49.94680080783035,36,Alfalfa
2017-04-01,4,2017,50.51594451915992,69,Grapes
2017-05-01,5,2017,64.98570718951933,1,Corn
2017-05-01,5,2017,57.80916710366001,176,Grass/Pasture
2017-05-01,5,2017,77.66470032144741,76,Walnuts
2017-05-01,5,2017,72.83422683802843,75,Almonds
2017-05-01,5,2017,52.67483558389423,36,Alfalfa
2017-05-01,5,2017,60.82860125884537,69,Grapes
2017-06-01,6,2017,72.42338459079082,1,Corn
2017-06-01,6,2017,44.74172219549745,176,Grass/Pasture
2017-06-01,6,2017,71.17249198240282,76,Walnuts
2017-06-01,6,2017,66.43249441051483,75,Almonds
2017-06-01,6,2017,50.602461748593136,36,Alfalfa
2017-06-01,6,2017,59.07284751856241,69,Grapes
2017-07-01,7,2017,79.20578955528718,1,Corn
2017-07-01,7,2017,35.74862043629547,176,Grass/Pasture
2017-07-01,7,2017,55.095739525514226,76,Walnuts
2017-07-01,7,2017,51.801654763233664,75,Almonds
2017-07-01,7,2017,44.22098952432085,36,Alfalfa
2017-07-01,7,2017,48.79305795229171,69,Grapes
2017-08-01,8,2017,77.37540075477663,1,Corn
2017-08-01,8,2017,34.35615793059081,176,Grass/Pasture
2017-08-01,8,2017,53.843242125851766,76,Walnuts
2017-08-01,8,2017,50.96670793015957,75,Almonds
2017-08-01,8,2017,45.172556268505936,36,Alfalfa
2017-08-01,8,2017,49.92929008529206,69,Grapes
2017-09-01,9,2017,47.07301346564686,1,Corn
2017-09-01,9,2017,27.967412155950125,176,Grass/Pasture
2017-09-01,9,2017,40.22293919640069,76,Walnuts
2017-09-01,9,2017,37.70105175590515,75,Almonds
2017-09-01,9,2017,34.60743845848555,36,Alfalfa
2017-09-01,9,2017,38.42430497774662,69,Grapes
2017-10-01,10,2017,24.826097438623616,1,Corn
2017-10-01,10,2017,18.26645556667048,176,Grass/Pasture
2017-10-01,10,2017,26.20464999925554,76,Walnuts
2017-10-01,10,2017,23.24363094352782,75,Almonds
2017-10-01,10,2017,19.765033633882982,36,Alfalfa
2017-10-01,10,2017,23.205225483198795,69,Grapes
2017-11-01,11,2017,22.15722135462604,1,Corn
2017-11-01,11,2017,18.583367892641466,176,Grass/Pasture
2017-11-01,11,2017,22.037478459803438,76,Walnuts
2017-11-01,11,2017,23.136889652073382,75,Almonds
2017-11-01,11,2017,19.295826520375876,36,Alfalfa
2017-11-01,11,2017,21.982255446310205,69,Grapes
2017-12-01,12,2017,15.090971890632268,1,Corn
2017-12-01,12,2017,12.91305953915757,176,Grass/Pasture
2017-12-01,12,2017,14.533832272172162,76,Walnuts
2017-12-01,12,2017,12.805178481662274,75,Almonds
2017-12-01,12,2017,11.377614178404059,36,Alfalfa
2017-12-01,12,2017,12.318478945611922,69,Grapes
